Faculty,Course,rid,item,rating
1,1,268,12,5
1,1,276,1,2
1,1,276,2,2
1,1,276,3,2
1,1,276,4,3
1,1,276,5,2
1,1,276,6,2
1,1,276,7,2
1,1,276,8,2
1,1,276,9,2
1,1,276,10,2
1,1,276,11,2
1,1,276,12,2
1,1,278,1,5
1,1,278,2,5
1,1,278,3,5
1,1,278,4,5
1,1,278,5,5
1,1,278,6,5
1,1,278,7,5
1,1,278,8,5
1,1,278,9,5
1,1,278,10,5
1,1,278,11,5
1,1,278,12,5
1,1,310,1,5
1,1,310,2,5
1,1,310,3,5
1,1,310,4,5
1,1,310,5,5
1,1,310,6,5
1,1,310,7,5
1,1,310,8,5
1,1,310,9,4
1,1,310,10,5
1,1,310,11,4
1,1,310,12,5
1,1,322,1,5
1,1,322,2,5
1,1,322,3,5
1,1,322,4,5
1,1,322,5,5
1,1,322,6,5
1,1,322,7,5
1,1,322,8,5
1,1,322,9,5
1,1,322,10,5
1,1,322,11,5
1,1,322,12,5
1,1,341,1,4
1,1,341,2,5
1,1,341,3,4
1,1,341,4,4
1,1,341,5,4
1,1,341,6,4
1,1,341,7,5
1,1,341,8,4
1,1,341,9,5
1,1,341,10,4
1,1,341,11,4
1,1,341,12,4
1,1,343,1,5
1,1,343,2,5
1,1,343,3,5
1,1,343,4,5
1,1,343,5,5
1,1,343,6,5
1,1,343,7,5
1,1,343,8,5
1,1,343,9,5
1,1,343,10,5
1,1,343,11,5
1,1,343,12,5
1,1,367,1,4
1,1,367,2,4
1,1,367,3,4
1,1,367,4,4
1,1,367,5,4
1,1,367,6,4
1,1,367,7,4
1,1,367,8,4
1,1,367,9,4
1,1,367,10,4
1,1,367,11,4
1,1,367,12,4
1,1,380,1,5
1,1,380,2,5
1,1,380,3,5
1,1,380,4,5
1,1,380,5,5
1,1,380,6,5
1,1,380,7,5
1,1,380,8,5
1,1,380,9,5
1,1,380,10,5
1,1,380,11,5
1,1,380,12,5
1,1,471,1,5
1,1,471,2,5
1,1,471,3,5
1,1,471,4,5
1,1,471,5,5
1,1,471,6,5
1,1,471,7,5
1,1,471,8,5
1,1,471,9,5
1,1,471,10,5
1,1,471,11,5
1,1,471,12,5
1,1,515,1,5
1,1,515,2,5
1,1,515,3,5
1,1,515,4,5
1,1,515,5,5
1,1,515,6,5
1,1,515,7,5
1,1,515,8,5
1,1,515,9,5
1,1,515,10,5
1,1,515,11,5
1,1,515,12,5
1,1,560,1,5
1,1,560,2,5
1,1,560,3,5
1,1,560,4,5
1,1,560,5,5
1,1,560,6,5
1,1,560,7,4
1,1,560,8,5
1,1,560,9,4
1,1,560,10,5
1,1,560,11,5
1,1,560,12,5
1,1,614,1,5
1,1,614,2,5
1,1,614,3,5
1,1,614,4,5
1,1,614,5,5
1,1,614,6,5
1,1,614,7,5
1,1,614,8,5
1,1,614,9,5
1,1,614,10,5
1,1,614,11,5
1,1,614,12,5
1,1,618,1,4
1,1,618,2,5
1,1,618,3,5
1,1,618,4,5
1,1,618,5,5
1,1,618,6,5
1,1,618,7,5
1,1,618,8,5
1,1,618,9,4
1,1,618,10,5
1,1,618,11,5
1,1,618,12,5
1,1,638,1,5
1,1,638,2,5
1,1,638,3,5
1,1,638,4,5
1,1,638,5,5
1,1,638,6,5
1,1,638,7,5
1,1,638,8,5
1,1,638,9,5
1,1,638,10,5
1,1,638,11,5
1,1,638,12,5
1,1,792,1,5
1,1,792,2,5
1,1,792,3,5
1,1,792,4,5
1,1,792,5,5
1,1,792,6,5
1,1,792,7,5
1,1,792,8,5
1,1,792,9,5
1,1,792,10,5
1,1,792,11,5
1,1,792,12,5
1,1,877,1,4
1,1,877,2,4
1,1,877,3,5
1,1,877,4,5
1,1,877,5,4
1,1,877,6,4
1,1,877,7,4
1,1,877,8,4
1,1,877,9,5
1,1,877,10,4
1,1,877,11,4
1,1,877,12,4
1,1,934,1,5
1,1,934,2,5
1,1,934,3,5
1,1,934,4,5
1,1,934,5,5
1,1,934,6,5
1,1,934,7,5
1,1,934,8,5
1,1,934,9,5
1,1,934,10,5
1,1,934,11,5
1,1,934,12,5
1,1,1059,1,2
1,1,1059,2,2
1,1,1059,3,2
1,1,1059,4,3
1,1,1059,5,3
1,1,1059,6,3
1,1,1059,7,2
1,1,1059,8,2
1,1,1059,9,2
1,1,1059,10,3
1,1,1059,11,2
1,1,1059,12,2
1,1,1110,1,5
1,1,1110,2,5
1,1,1110,3,5
1,1,1110,4,5
1,1,1110,5,5
1,1,1110,6,5
1,1,1110,7,5
1,1,1110,8,4
1,1,1110,9,4
1,1,1110,10,5
1,1,1110,11,5
1,1,1110,12,4
1,1,1217,1,1
1,1,1217,2,2
1,1,1217,3,1
1,1,1217,4,2
1,1,1217,5,1
1,1,1217,6,2
1,1,1217,7,1
1,1,1217,8,2
1,1,1217,9,1
1,1,1217,10,2
1,1,1217,11,1
1,1,1217,12,1
1,1,1223,1,5
1,1,1223,2,5
1,1,1223,3,5
1,1,1223,4,5
1,1,1223,5,5
1,1,1223,6,5
1,1,1223,7,5
1,1,1223,8,5
1,1,1223,9,5
1,1,1223,10,5
1,1,1223,11,5
1,1,1223,12,5
1,1,1493,1,5
1,1,1493,2,5
1,1,1493,3,5
1,1,1493,4,5
1,1,1493,5,5
1,1,1493,6,5
1,1,1493,7,5
1,1,1493,8,5
1,1,1493,9,5
1,1,1493,10,5
1,1,1493,11,5
1,1,1493,12,5
1,1,1531,1,5
1,1,1531,2,5
1,1,1531,3,5
1,1,1531,4,5
1,1,1531,5,5
1,1,1531,6,5
1,1,1531,7,5
1,1,1531,8,5
1,1,1531,9,5
1,1,1531,10,5
1,1,1531,11,5
1,1,1531,12,5
1,1,1596,1,5
1,1,1596,2,5
1,1,1596,3,5
1,1,1596,4,5
1,1,1596,5,5
1,1,1596,6,5
1,1,1596,7,5
1,1,1596,8,5
1,1,1596,9,5
1,1,1596,10,5
1,1,1596,11,5
1,1,1596,12,5
1,1,1616,1,5
1,1,1616,2,5
1,1,1616,3,5
1,1,1616,4,5
1,1,1616,5,5
1,1,1616,6,5
1,1,1616,7,5
1,1,1616,8,5
1,1,1616,9,5
1,1,1616,10,5
1,1,1616,11,5
1,1,1616,12,5
1,1,1654,1,5
1,1,1654,2,5
1,1,1654,3,5
1,1,1654,4,5
1,1,1654,5,5
1,1,1654,6,5
1,1,1654,7,5
1,1,1654,8,5
1,1,1654,9,5
1,1,1654,10,5
1,1,1654,11,5
1,1,1654,12,5
1,1,1839,1,5
1,1,1839,2,5
1,1,1839,3,5
1,1,1839,4,5
1,1,1839,5,5
1,1,1839,6,5
1,1,1839,7,5
1,1,1839,8,5
1,1,1839,9,5
1,1,1839,10,5
1,1,1839,11,5
1,1,1839,12,5
1,1,2086,1,5
1,1,2086,2,5
1,1,2086,3,5
1,1,2086,4,5
1,1,2086,5,5
1,1,2086,6,5
1,1,2086,7,5
1,1,2086,8,5
1,1,2086,9,5
1,1,2086,10,5
1,1,2086,11,5
1,1,2086,12,5
1,1,2236,1,5
1,1,2236,2,5
1,1,2236,3,5
1,1,2236,4,5
1,1,2236,5,5
1,1,2236,6,5
1,1,2236,7,5
1,1,2236,8,5
1,1,2236,9,5
1,1,2236,10,5
1,1,2236,11,5
1,1,2236,12,5
1,1,2386,1,5
1,1,2386,2,5
1,1,2386,3,5
1,1,2386,4,5
1,1,2386,5,5
1,1,2386,6,5
1,1,2386,7,5
1,1,2386,8,5
1,1,2386,9,5
1,1,2386,10,5
1,1,2386,11,5
1,1,2386,12,5
1,1,2397,1,5
1,1,2397,2,5
1,1,2397,3,5
1,1,2397,4,5
1,1,2397,5,4
1,1,2397,6,5
1,1,2397,7,5
1,1,2397,8,5
1,1,2397,9,5
1,1,2397,10,4
1,1,2397,11,5
1,1,2397,12,4
1,1,2496,1,5
1,1,2496,2,5
1,1,2496,3,5
1,1,2496,4,5
1,1,2496,5,5
1,1,2496,6,5
1,1,2496,7,5
1,1,2496,8,5
1,1,2496,9,5
1,1,2496,10,5
1,1,2496,11,5
1,1,2496,12,5
1,1,2782,1,5
1,1,2782,2,5
1,1,2782,3,5
1,1,2782,4,5
1,1,2782,5,5
1,1,2782,6,5
1,1,2782,7,5
1,1,2782,8,5
1,1,2782,9,5
1,1,2782,10,5
1,1,2782,11,5
1,1,2782,12,4
1,1,2936,1,5
1,1,2936,2,5
1,1,2936,3,5
1,1,2936,4,5
1,1,2936,5,5
1,1,2936,6,5
1,1,2936,7,5
1,1,2936,8,5
1,1,2936,9,5
1,1,2936,10,5
1,1,2936,11,5
1,1,2936,12,5
1,1,3049,1,5
1,1,3049,2,5
1,1,3049,3,5
1,1,3049,4,5
1,1,3049,5,5
1,1,3049,6,5
1,1,3049,7,5
1,1,3049,8,5
1,1,3049,9,5
1,1,3049,10,5
1,1,3049,11,5
1,1,3049,12,5
1,1,3358,1,4
1,1,3358,2,4
1,1,3358,3,4
1,1,3358,4,4
1,1,3358,5,4
1,1,3358,6,4
1,1,3358,7,4
1,1,3358,8,3
1,1,3358,9,4
1,1,3358,10,4
1,1,3358,11,4
1,1,3358,12,4
1,1,3366,1,5
1,1,3366,2,5
1,1,3366,3,5
1,1,3366,4,5
1,1,3366,5,5
1,1,3366,6,5
1,1,3366,7,5
1,1,3366,8,5
1,1,3366,9,5
1,1,3366,10,5
1,1,3366,11,5
1,1,3366,12,5
1,1,3401,1,5
1,1,3401,2,5
1,1,3401,3,5
1,1,3401,4,5
1,1,3401,5,5
1,1,3401,6,5
1,1,3401,7,5
1,1,3401,8,5
1,1,3401,9,5
1,1,3401,10,5
1,1,3401,11,5
1,1,3401,12,5
1,1,3428,1,4
1,1,3428,2,4
1,1,3428,3,4
1,1,3428,4,4
1,1,3428,5,4
1,1,3428,6,4
1,1,3428,7,4
1,1,3428,8,4
1,1,3428,9,4
1,1,3428,10,4
1,1,3428,11,4
1,1,3428,12,4
1,1,3695,1,5
1,1,3695,2,5
1,1,3695,3,5
1,1,3695,4,5
1,1,3695,5,5
1,1,3695,6,5
1,1,3695,7,5
1,1,3695,8,5
1,1,3695,9,5
1,1,3695,10,5
1,1,3695,11,5
1,1,3695,12,5
1,1,3728,1,2
1,1,3728,2,2
1,1,3728,3,2
1,1,3728,4,2
1,1,3728,5,2
1,1,3728,6,2
1,1,3728,7,2
1,1,3728,8,2
1,1,3728,9,2
1,1,3728,10,2
1,1,3728,11,2
1,1,3728,12,2
1,1,3878,1,5
1,1,3878,2,4
1,1,3878,3,5
1,1,3878,4,4
1,1,3878,5,5
1,1,3878,6,4
1,1,3878,7,5
1,1,3878,8,5
1,1,3878,9,4
1,1,3878,10,5
1,1,3878,11,5
1,1,3878,12,5
1,1,4226,1,5
1,1,4226,2,5
1,1,4226,3,5
1,1,4226,4,5
1,1,4226,5,5
1,1,4226,6,5
1,1,4226,7,5
1,1,4226,8,5
1,1,4226,9,5
1,1,4226,10,5
1,1,4226,11,5
1,1,4226,12,5
1,1,4457,1,5
1,1,4457,2,5
1,1,4457,3,5
1,1,4457,4,5
1,1,4457,5,5
1,1,4457,6,5
1,1,4457,7,5
1,1,4457,8,5
1,1,4457,9,5
1,1,4457,10,5
1,1,4457,11,5
1,1,4457,12,5
1,1,4459,1,5
1,1,4459,2,5
1,1,4459,3,5
1,1,4459,4,5
1,1,4459,5,5
1,1,4459,6,5
1,1,4459,7,5
1,1,4459,8,5
1,1,4459,9,5
1,1,4459,10,5
1,1,4459,11,5
1,1,4459,12,5
1,1,4923,1,5
1,1,4923,2,5
1,1,4923,3,5
1,1,4923,4,5
1,1,4923,5,5
1,1,4923,6,5
1,1,4923,7,5
1,1,4923,8,5
1,1,4923,9,5
1,1,4923,10,5
1,1,4923,11,5
1,1,4923,12,5
1,1,4937,1,5
1,1,4937,2,5
1,1,4937,3,4
1,1,4937,4,5
1,1,4937,5,4
1,1,4937,6,4
1,1,4937,7,5
1,1,4937,8,4
1,1,4937,9,5
1,1,4937,10,5
1,1,4937,11,4
1,1,4937,12,5
1,1,5082,1,2
1,1,5082,2,2
1,1,5082,3,2
1,1,5082,4,2
1,1,5082,5,2
1,1,5082,6,2
1,1,5082,7,2
1,1,5082,8,2
1,1,5082,9,2
1,1,5082,10,2
1,1,5082,11,2
1,1,5082,12,2
1,1,5247,1,5
1,1,5247,2,5
1,1,5247,3,5
1,1,5247,4,5
1,1,5247,5,5
1,1,5247,6,5
1,1,5247,7,5
1,1,5247,8,5
1,1,5247,9,5
1,1,5247,10,5
1,1,5247,11,5
1,1,5247,12,5
1,1,5256,1,5
1,1,5256,2,5
1,1,5256,3,5
1,1,5256,4,5
1,1,5256,5,5
1,1,5256,6,5
1,1,5256,7,5
1,1,5256,8,5
1,1,5256,9,4
1,1,5256,10,5
1,1,5256,11,5
1,1,5256,12,5
1,1,5341,1,5
1,1,5341,2,5
1,1,5341,3,4
1,1,5341,4,5
1,1,5341,5,4
1,1,5341,6,5
1,1,5341,7,4
1,1,5341,8,5
1,1,5341,9,4
1,1,5341,10,5
1,1,5341,11,4
1,1,5341,12,5
1,1,5375,1,5
1,1,5375,2,5
1,1,5375,3,5
1,1,5375,4,5
1,1,5375,5,5
1,1,5375,6,5
1,1,5375,7,5
1,1,5375,8,5
1,1,5375,9,5
1,1,5375,10,5
1,1,5375,11,5
1,1,5375,12,5
1,1,5416,1,5
1,1,5416,2,4
1,1,5416,3,5
1,1,5416,4,4
1,1,5416,5,5
1,1,5416,6,4
1,1,5416,7,4
1,1,5416,8,5
1,1,5416,9,4
1,1,5416,10,4
1,1,5416,11,5
1,1,5416,12,5
1,1,5467,1,5
1,1,5467,2,4
1,1,5467,3,4
1,1,5467,4,4
1,1,5467,5,5
1,1,5467,6,4
1,1,5467,7,4
1,1,5467,8,4
1,1,5467,9,5
1,1,5467,10,5
1,1,5467,11,5
1,1,5467,12,5
1,1,5854,1,5
1,1,5854,2,5
1,1,5854,3,5
1,1,5854,4,5
1,1,5854,5,5
1,1,5854,6,5
1,1,5854,7,5
1,1,5854,8,5
1,1,5854,9,5
1,1,5854,10,5
1,1,5854,11,5
1,1,5854,12,5
1,1,5873,1,5
1,1,5873,2,5
1,1,5873,3,5
1,1,5873,4,5
1,1,5873,5,5
1,1,5873,6,5
1,1,5873,7,5
1,1,5873,8,5
1,1,5873,9,5
1,1,5873,10,5
1,1,5873,11,5
1,1,5873,12,5
1,1,6039,1,5
1,1,6039,2,5
1,1,6039,3,5
1,1,6039,4,5
1,1,6039,5,5
1,1,6039,6,5
1,1,6039,7,5
1,1,6039,8,5
1,1,6039,9,5
1,1,6039,10,5
1,1,6039,11,5
1,1,6039,12,5
1,1,6165,1,5
1,1,6165,2,5
1,1,6165,3,5
1,1,6165,4,5
1,1,6165,5,5
1,1,6165,6,5
1,1,6165,7,5
1,1,6165,8,5
1,1,6165,9,5
1,1,6165,10,5
1,1,6165,11,5
1,1,6165,12,5
1,1,6360,1,5
1,1,6360,2,5
1,1,6360,3,5
1,1,6360,4,5
1,1,6360,5,5
1,1,6360,6,5
1,1,6360,7,5
1,1,6360,8,5
1,1,6360,9,5
1,1,6360,10,5
1,1,6360,11,5
1,1,6360,12,5
1,1,6469,1,5
1,1,6469,2,5
1,1,6469,3,5
1,1,6469,4,5
1,1,6469,5,5
1,1,6469,6,5
1,1,6469,7,5
1,1,6469,8,5
1,1,6469,9,5
1,1,6469,10,5
1,1,6469,11,5
1,1,6469,12,5
1,1,6703,1,5
1,1,6703,2,5
1,1,6703,3,5
1,1,6703,4,5
1,1,6703,5,5
1,1,6703,6,5
1,1,6703,7,5
1,1,6703,8,5
1,1,6703,9,5
1,1,6703,10,5
1,1,6703,11,5
1,1,6703,12,5
1,1,6887,1,5
1,1,6887,2,5
1,1,6887,3,5
1,1,6887,4,5
1,1,6887,5,5
1,1,6887,6,5
1,1,6887,7,5
1,1,6887,8,5
1,1,6887,9,5
1,1,6887,10,5
1,1,6887,11,5
1,1,6887,12,5
1,1,7022,1,5
1,1,7022,2,5
1,1,7022,3,5
1,1,7022,4,5
1,1,7022,5,5
1,1,7022,6,5
1,1,7022,7,5
1,1,7022,8,5
1,1,7022,9,5
1,1,7022,10,5
1,1,7022,11,5
1,1,7022,12,5
1,1,7040,1,5
1,1,7040,2,4
1,1,7040,3,5
1,1,7040,4,5
1,1,7040,5,5
1,1,7040,6,5
1,1,7040,7,4
1,1,7040,8,5
1,1,7040,9,5
1,1,7040,10,4
1,1,7040,11,5
1,1,7040,12,3
1,1,7236,1,5
1,1,7236,2,5
1,1,7236,3,5
1,1,7236,4,5
1,1,7236,5,5
1,1,7236,6,5
1,1,7236,7,5
1,1,7236,8,5
1,1,7236,9,5
1,1,7236,10,5
1,1,7236,11,5
1,1,7236,12,5
1,1,7295,1,5
1,1,7295,2,5
1,1,7295,3,5
1,1,7295,4,5
1,1,7295,5,5
1,1,7295,6,5
1,1,7295,7,5
1,1,7295,8,5
1,1,7295,9,5
1,1,7295,10,5
1,1,7295,11,5
1,1,7295,12,5
1,1,8002,1,4
1,1,8002,2,4
1,1,8002,3,4
1,1,8002,4,5
1,1,8002,5,5
1,1,8002,6,4
1,1,8002,7,5
1,1,8002,8,5
1,1,8002,9,4
1,1,8002,10,5
1,1,8002,11,4
1,1,8002,12,4
1,1,8013,1,5
1,1,8013,2,5
1,1,8013,3,5
1,1,8013,4,5
1,1,8013,5,5
1,1,8013,6,5
1,1,8013,7,5
1,1,8013,8,5
1,1,8013,9,5
1,1,8013,10,5
1,1,8013,11,5
1,1,8013,12,5
1,1,8103,1,5
1,1,8103,2,5
1,1,8103,3,5
1,1,8103,4,5
1,1,8103,5,5
1,1,8103,6,5
1,1,8103,7,5
1,1,8103,8,5
1,1,8103,9,5
1,1,8103,10,5
1,1,8103,11,5
1,1,8103,12,5
1,1,8288,1,5
1,1,8288,2,5
1,1,8288,3,5
1,1,8288,4,5
1,1,8288,5,5
1,1,8288,6,5
1,1,8288,7,5
1,1,8288,8,5
1,1,8288,9,5
1,1,8288,10,5
1,1,8288,11,5
1,1,8288,12,5
1,1,8991,1,5
1,1,8991,2,5
1,1,8991,3,5
1,1,8991,4,5
1,1,8991,5,5
1,1,8991,6,5
1,1,8991,7,5
1,1,8991,8,5
1,1,8991,9,5
1,1,8991,10,5
1,1,8991,11,5
1,1,8991,12,5
1,1,9288,1,4
1,1,9288,2,4
1,1,9288,3,4
1,1,9288,4,4
1,1,9288,5,4
1,1,9288,6,4
1,1,9288,7,4
1,1,9288,8,4
1,1,9288,9,4
1,1,9288,10,4
1,1,9288,11,4
1,1,9288,12,4
1,1,9304,1,5
1,1,9304,2,5
1,1,9304,3,5
1,1,9304,4,5
1,1,9304,5,5
1,1,9304,6,5
1,1,9304,7,5
1,1,9304,8,5
1,1,9304,9,5
1,1,9304,10,5
1,1,9304,11,5
1,1,9304,12,5
1,1,9376,1,5
1,1,9376,2,5
1,1,9376,3,5
1,1,9376,4,5
1,1,9376,5,5
1,1,9376,6,5
1,1,9376,7,5
1,1,9376,8,5
1,1,9376,9,5
1,1,9376,10,5
1,1,9376,11,5
1,1,9376,12,5
1,1,9410,1,5
1,1,9410,2,5
1,1,9410,3,5
1,1,9410,4,5
1,1,9410,5,5
1,1,9410,6,5
1,1,9410,7,5
1,1,9410,8,5
1,1,9410,9,5
1,1,9410,10,5
1,1,9410,11,5
1,1,9410,12,5
1,1,9675,1,5
1,1,9675,2,5
1,1,9675,3,5
1,1,9675,4,5
1,1,9675,5,5
1,1,9675,6,5
1,1,9675,7,5
1,1,9675,8,5
1,1,9675,9,5
1,1,9675,10,5
1,1,9675,11,5
1,1,9675,12,5
1,39,205,1,2
1,39,205,2,2
1,39,205,3,2
1,39,205,4,2
1,39,205,5,2
1,39,205,6,1
1,39,205,7,2
1,39,205,8,2
1,39,205,9,1
1,39,205,10,2
1,39,205,11,2
1,39,205,12,2
1,39,263,1,3
1,39,263,2,4
1,39,263,3,4
1,39,263,4,4
1,39,263,5,4
1,39,263,6,4
1,39,263,7,4
1,39,263,8,4
1,39,263,9,4
1,39,263,10,3
1,39,263,11,4
1,39,263,12,3
1,39,277,1,5
1,39,277,2,5
1,39,277,3,5
1,39,277,4,5
1,39,277,5,5
1,39,277,6,5
1,39,277,7,5
1,39,277,8,5
1,39,277,9,5
1,39,277,10,5
1,39,277,11,5
1,39,277,12,5
1,39,281,1,2
1,39,281,2,2
1,39,281,3,2
1,39,281,4,1
1,39,281,5,1
1,39,281,6,1
1,39,281,7,2
1,39,281,8,2
1,39,281,9,2
1,39,281,10,2
1,39,281,11,2
1,39,281,12,2
1,39,294,1,2
1,39,294,2,2
1,39,294,3,2
1,39,294,4,2
1,39,294,5,3
1,39,294,6,2
1,39,294,7,2
1,39,294,8,2
1,39,294,9,2
1,39,294,10,2
1,39,294,11,3
1,39,294,12,2
1,39,301,1,5
1,39,301,2,5
1,39,301,3,5
1,39,301,4,3
1,39,301,5,4
1,39,301,6,3
1,39,301,7,3
1,39,301,8,3
1,39,301,9,5
1,39,301,10,4
1,39,301,11,4
1,39,301,12,5
1,39,304,1,5
1,39,304,2,5
1,39,304,3,5
1,39,304,4,5
1,39,304,5,5
1,39,304,6,5
1,39,304,7,5
1,39,304,8,5
1,39,304,9,5
1,39,304,10,5
1,39,304,11,5
1,39,304,12,5
1,39,357,1,3
1,39,357,2,2
1,39,357,3,3
1,39,357,4,2
1,39,357,5,3
1,39,357,6,3
1,39,357,7,3
1,39,357,8,3
1,39,357,9,3
1,39,357,10,3
1,39,357,11,5
1,39,357,12,2
1,39,366,1,4
1,39,366,2,4
1,39,366,3,4
1,39,366,4,4
1,39,366,5,4
1,39,366,6,4
1,39,366,7,4
1,39,366,8,4
1,39,366,9,4
1,39,366,10,4
1,39,366,11,4
1,39,366,12,5
1,39,496,1,2
1,39,496,2,2
1,39,496,3,3
1,39,496,4,2
1,39,496,5,2
1,39,496,6,2
1,39,496,7,2
1,39,496,8,2
1,39,496,9,2
1,39,496,10,2
1,39,496,11,3
1,39,496,12,3
1,39,499,1,5
1,39,499,2,5
1,39,499,3,5
1,39,499,4,5
1,39,499,5,5
1,39,499,6,5
1,39,499,7,5
1,39,499,8,5
1,39,499,9,5
1,39,499,10,5
1,39,499,11,4
1,39,499,12,5
1,39,519,1,5
1,39,519,2,5
1,39,519,3,5
1,39,519,4,4
1,39,519,5,4
1,39,519,6,4
1,39,519,7,5
1,39,519,8,5
1,39,519,9,5
1,39,519,10,5
1,39,519,11,5
1,39,519,12,5
1,39,626,1,3
1,39,626,2,3
1,39,626,3,4
1,39,626,4,4
1,39,626,5,4
1,39,626,6,4
1,39,626,7,4
1,39,626,8,4
1,39,626,9,4
1,39,626,10,3
1,39,626,11,4
1,39,626,12,4
1,39,632,1,5
1,39,632,2,5
1,39,632,3,4
1,39,632,4,5
1,39,632,5,4
1,39,632,6,5
1,39,632,7,5
1,39,632,8,5
1,39,632,9,5
1,39,632,10,5
1,39,632,11,5
1,39,632,12,5
1,39,636,1,5
1,39,636,2,5
1,39,636,3,5
1,39,636,4,5
1,39,636,5,5
1,39,636,6,5
1,39,636,7,5
1,39,636,8,5
1,39,636,9,5
1,39,636,10,5
1,39,636,11,5
1,39,636,12,5
1,39,644,1,5
1,39,644,2,5
1,39,644,3,4
1,39,644,4,5
1,39,644,5,4
1,39,644,6,5
1,39,644,7,5
1,39,644,8,5
1,39,644,9,5
1,39,644,10,5
1,39,644,11,5
1,39,644,12,5
1,39,680,1,2
1,39,680,2,2
1,39,680,3,2
1,39,680,4,2
1,39,680,5,2
1,39,680,6,2
1,39,680,7,2
1,39,680,8,2
1,39,680,9,1
1,39,680,10,1
1,39,680,11,2
1,39,680,12,2
1,39,698,1,3
1,39,698,2,2
1,39,698,3,3
1,39,698,4,2
1,39,698,5,2
1,39,698,6,2
1,39,698,7,2
1,39,698,8,2
1,39,698,9,2
1,39,698,10,2
1,39,698,11,3
1,39,698,12,3
1,39,699,1,4
1,39,699,2,5
1,39,699,3,5
1,39,699,4,4
1,39,699,5,4
1,39,699,6,5
1,39,699,7,2
1,39,699,8,3
1,39,699,9,4
1,39,699,10,3
1,39,699,11,3
1,39,699,12,3
1,39,701,1,4
1,39,701,2,5
1,39,701,3,5
1,39,701,4,4
1,39,701,5,4
1,39,701,6,5
1,39,701,7,2
1,39,701,8,3
1,39,701,9,4
1,39,701,10,3
1,39,701,11,3
1,39,701,12,3
1,39,743,1,5
1,39,743,2,5
1,39,743,3,5
1,39,743,4,5
1,39,743,5,5
1,39,743,6,5
1,39,743,7,5
1,39,743,8,4
1,39,743,9,4
1,39,743,10,5
1,39,743,11,5
1,39,743,12,5
1,39,859,1,4
1,39,859,2,4
1,39,859,3,4
1,39,859,4,4
1,39,859,5,4
1,39,859,6,4
1,39,859,7,4
1,39,859,8,4
1,39,859,9,4
1,39,859,10,4
1,39,859,11,4
1,39,859,12,4
1,39,898,1,5
1,39,898,2,5
1,39,898,3,5
1,39,898,4,4
1,39,898,5,5
1,39,898,6,4
1,39,898,7,4
1,39,898,8,4
1,39,898,9,4
1,39,898,10,4
1,39,898,11,4
1,39,898,12,5
1,39,928,1,5
1,39,928,2,4
1,39,928,3,3
1,39,928,4,4
1,39,928,5,4
1,39,928,6,5
